goal_code,indicator_code,country,availability,disaggregation
4,4.c.1,Palestine,1,Education
5,5.2.1,Palestine,0,Education
5,5.2.2,Palestine,0,Education
5,5.3.1,Palestine,0.5,Education
5,5.3.2,Palestine,0,Education
5,5.6.1,Palestine,0,Education
5,5.b.1,Palestine,0.5,Education
8,8.10.2,Palestine,1,Education
10,10.7.1,Palestine,0,Education
10,10.7.4,Palestine,0,Education
16,16.1.3,Palestine,0.5,Education
16,16.2.3,Palestine,0.5,Education
16,16.5.1,Palestine,0.5,Education
1,1.a.2,Qatar,0,Education
2,2.2.1,Qatar,0.5,Education
2,2.2.2,Qatar,0.5,Education
17,17.8.1,Qatar,0.5,Education
3,3.1.2,Qatar,0.5,Education
3,3.2.1,Qatar,0.5,Education
3,3.2.2,Qatar,0.5,Education
3,3.7.2,Qatar,0.5,Education
4,4.1.2,Qatar,0,Education
4,4.2.1,Qatar,1,Education
4,4.a.1,Qatar,1,Education
4,4.c.1,Qatar,1,Education
5,5.2.1,Qatar,0,Education
5,5.2.2,Qatar,0,Education
5,5.3.1,Qatar,0.5,Education
5,5.3.2,Qatar,0,Education
5,5.6.1,Qatar,0,Education
5,5.b.1,Qatar,0.5,Education
8,8.10.2,Qatar,1,Education
10,10.7.1,Qatar,0,Education
10,10.7.4,Qatar,0,Education
16,16.1.3,Qatar,0,Education
16,16.2.3,Qatar,0,Education
16,16.5.1,Qatar,0,Education
1,1.a.2,Saudi Arabia,0,Education
2,2.2.1,Saudi Arabia,0.5,Education
2,2.2.2,Saudi Arabia,0.5,Education
17,17.8.1,Saudi Arabia,0.5,Education
3,3.1.2,Saudi Arabia,0.5,Education
3,3.2.1,Saudi Arabia,0.5,Education
3,3.2.2,Saudi Arabia,0.5,Education
3,3.7.2,Saudi Arabia,0.5,Education
4,4.1.2,Saudi Arabia,0,Education
4,4.2.1,Saudi Arabia,0,Education
4,4.a.1,Saudi Arabia,0,Education
4,4.c.1,Saudi Arabia,1,Education
5,5.2.1,Saudi Arabia,0,Education
5,5.2.2,Saudi Arabia,0,Education
5,5.3.1,Saudi Arabia,0,Education
5,5.3.2,Saudi Arabia,0,Education
5,5.6.1,Saudi Arabia,0,Education
5,5.b.1,Saudi Arabia,0.5,Education
8,8.10.2,Saudi Arabia,1,Education
10,10.7.1,Saudi Arabia,0,Education
10,10.7.4,Saudi Arabia,0,Education
16,16.1.3,Saudi Arabia,0,Education
16,16.2.3,Saudi Arabia,0,Education
16,16.5.1,Saudi Arabia,0,Education
1,1.a.2,Somalia,0,Education
2,2.2.1,Somalia,0.5,Education
2,2.2.2,Somalia,0.5,Education
17,17.8.1,Somalia,0.5,Education
3,3.1.2,Somalia,0.5,Education
3,3.2.1,Somalia,0.5,Education
3,3.2.2,Somalia,0.5,Education
3,3.7.2,Somalia,0.5,Education
4,4.1.2,Somalia,0,Education
4,4.2.1,Somalia,0,Education
4,4.a.1,Somalia,0,Education
4,4.c.1,Somalia,1,Education
5,5.2.1,Somalia,0,Education
5,5.2.2,Somalia,0,Education
5,5.3.1,Somalia,0.5,Education
5,5.3.2,Somalia,0.5,Education
5,5.6.1,Somalia,0,Education
5,5.b.1,Somalia,0,Education
8,8.10.2,Somalia,1,Education
10,10.7.1,Somalia,0,Education
10,10.7.4,Somalia,0,Education
16,16.1.3,Somalia,0,Education
16,16.2.3,Somalia,0,Education
16,16.5.1,Somalia,0,Education
1,1.a.2,Sudan,0,Education
2,2.2.1,Sudan,0.5,Education
2,2.2.2,Sudan,0.5,Education
17,17.8.1,Sudan,0.5,Education
3,3.1.2,Sudan,0.5,Education
3,3.2.1,Sudan,0.5,Education
3,3.2.2,Sudan,0.5,Education
3,3.7.2,Sudan,0.5,Education
4,4.1.2,Sudan,0,Education
4,4.2.1,Sudan,0,Education
4,4.a.1,Sudan,1,Education
4,4.c.1,Sudan,1,Education
5,5.2.1,Sudan,0,Education
5,5.2.2,Sudan,0,Education
5,5.3.1,Sudan,0.5,Education
5,5.3.2,Sudan,0.5,Education
5,5.6.1,Sudan,0,Education
5,5.b.1,Sudan,0.5,Education
8,8.10.2,Sudan,1,Education
10,10.7.1,Sudan,0,Education
10,10.7.4,Sudan,0,Education
16,16.1.3,Sudan,0,Education
16,16.2.3,Sudan,0,Education
16,16.5.1,Sudan,0,Education
1,1.a.2,Syria,0,Education
2,2.2.1,Syria,0.5,Education
2,2.2.2,Syria,0.5,Education
17,17.8.1,Syria,0.5,Education
3,3.1.2,Syria,0.5,Education
3,3.2.1,Syria,0.5,Education
3,3.2.2,Syria,0.5,Education
3,3.7.2,Syria,0.5,Education
4,4.1.2,Syria,0,Education
4,4.2.1,Syria,0,Education
4,4.a.1,Syria,0,Education
4,4.c.1,Syria,1,Education
5,5.2.1,Syria,0,Education
5,5.2.2,Syria,0,Education
5,5.3.1,Syria,0.5,Education
5,5.3.2,Syria,0,Education
5,5.6.1,Syria,0,Education
5,5.b.1,Syria,0,Education
8,8.10.2,Syria,1,Education
10,10.7.1,Syria,0,Education
10,10.7.4,Syria,0,Education
16,16.1.3,Syria,0,Education
16,16.2.3,Syria,0,Education
16,16.5.1,Syria,0,Education
1,1.a.2,Tunisia,0,Education
2,2.2.1,Tunisia,0.5,Education
2,2.2.2,Tunisia,0.5,Education
17,17.8.1,Tunisia,0.5,Education
3,3.1.2,Tunisia,0.5,Education
3,3.2.1,Tunisia,0.5,Education
3,3.2.2,Tunisia,0.5,Education
3,3.7.2,Tunisia,0.5,Education
4,4.1.2,Tunisia,0,Education
4,4.2.1,Tunisia,1,Education
4,4.a.1,Tunisia,1,Education
4,4.c.1,Tunisia,1,Education
5,5.2.1,Tunisia,0,Education
5,5.2.2,Tunisia,0,Education
5,5.3.1,Tunisia,0.5,Education
5,5.3.2,Tunisia,0,Education
5,5.6.1,Tunisia,0,Education
5,5.b.1,Tunisia,0.5,Education
8,8.10.2,Tunisia,1,Education
10,10.7.1,Tunisia,0,Education
10,10.7.4,Tunisia,0,Education
16,16.1.3,Tunisia,0,Education
16,16.2.3,Tunisia,0,Education
16,16.5.1,Tunisia,0,Education
1,1.a.2,United Arab Emirates,0,Education
2,2.2.1,United Arab Emirates,0,Education
2,2.2.2,United Arab Emirates,0.5,Education
17,17.8.1,United Arab Emirates,0.5,Education
3,3.1.2,United Arab Emirates,0.5,Education
3,3.2.1,United Arab Emirates,0.5,Education
3,3.2.2,United Arab Emirates,0.5,Education
3,3.7.2,United Arab Emirates,0.5,Education
4,4.1.2,United Arab Emirates,0,Education
4,4.2.1,United Arab Emirates,0,Education
4,4.a.1,United Arab Emirates,0,Education
4,4.c.1,United Arab Emirates,1,Education
5,5.2.1,United Arab Emirates,0,Education
5,5.2.2,United Arab Emirates,0,Education
5,5.3.1,United Arab Emirates,0,Education
5,5.3.2,United Arab Emirates,0,Education
5,5.6.1,United Arab Emirates,0,Education
5,5.b.1,United Arab Emirates,0.5,Education
8,8.10.2,United Arab Emirates,1,Education
10,10.7.1,United Arab Emirates,0,Education
10,10.7.4,United Arab Emirates,0,Education
16,16.1.3,United Arab Emirates,0,Education
16,16.2.3,United Arab Emirates,0,Education
16,16.5.1,United Arab Emirates,0,Education
1,1.a.2,Yemen,0,Education
2,2.2.1,Yemen,0.5,Education
2,2.2.2,Yemen,0.5,Education
17,17.8.1,Yemen,0.5,Education
3,3.1.2,Yemen,0.5,Education
3,3.2.1,Yemen,0.5,Education
3,3.2.2,Yemen,0.5,Education
3,3.7.2,Yemen,0.5,Education
4,4.1.2,Yemen,0,Education
4,4.2.1,Yemen,0,Education
4,4.a.1,Yemen,1,Education
4,4.c.1,Yemen,1,Education
5,5.2.1,Yemen,0,Education
5,5.2.2,Yemen,0,Education
5,5.3.1,Yemen,0.5,Education
5,5.3.2,Yemen,0.5,Education
5,5.6.1,Yemen,0,Education
5,5.b.1,Yemen,0,Education
8,8.10.2,Yemen,1,Education
10,10.7.1,Yemen,0,Education
10,10.7.4,Yemen,0,Education
16,16.1.3,Yemen,0,Education
16,16.2.3,Yemen,0,Education
16,16.5.1,Yemen,0,Education
1,1.1.1,Algeria,1,Age
1,1.2.1,Algeria,0.5,Age
1,1.2.2,Algeria,0,Age
1,1.3.1,Algeria,0.5,Age
1,1.4.1,Algeria,0.5,Age
1,1.5.1,Algeria,0.5,Age
2,2.1.2,Algeria,0,Age
2,2.2.1,Algeria,1,Age
2,2.2.2,Algeria,1,Age
17,17.8.1,Algeria,0.5,Age
17,17.19.2,Algeria,0.5,Age
3,3.1.2,Algeria,0.5,Age
3,3.2.1,Algeria,0.5,Age
3,3.2.2,Algeria,0.5,Age
3,3.3.1,Algeria,1,Age
3,3.3.2,Algeria,0.5,Age
3,3.3.5,Algeria,0.5,Age
3,3.4.2,Algeria,0.5,Age
3,3.5.1,Algeria,0,Age
3,3.5.2,Algeria,1,Age
3,3.6.1,Algeria,0.5,Age
3,3.7.1,Algeria,0.5,Age
3,3.7.2,Algeria,1,Age
3,3.8.2,Algeria,0,Age
3,3.9.1,Algeria,0.5,Age
3,3.9.2,Algeria,0.5,Age
3,3.9.3,Algeria,0.5,Age
4,4.1.1,Algeria,1,Age
4,4.1.2,Algeria,0,Age
4,4.2.1,Algeria,0.5,Age
4,4.2.2,Algeria,0.5,Age
4,4.3.1,Algeria,0.5,Age
4,4.4.1,Algeria,1,Age
4,4.6.1,Algeria,1,Age
5,5.2.1,Algeria,0,Age
5,5.2.2,Algeria,0,Age
5,5.3.1,Algeria,1,Age
5,5.3.2,Algeria,0,Age
5,5.4.1,Algeria,0.5,Age
5,5.6.1,Algeria,0,Age
5,5.a.1,Algeria,0,Age
5,5.b.1,Algeria,0.5,Age
8,8.5.1,Algeria,0.5,Age
8,8.5.2,Algeria,1,Age
8,8.6.1,Algeria,1,Age
8,8.7.1,Algeria,1,Age
8,8.10.2,Algeria,1,Age
9,9.2.2,Algeria,0.5,Age
9,9.5.2,Algeria,0.5,Age
11,11.1.1,Algeria,0.5,Age
11,11.2.1,Algeria,0,Age
11,11.4.1,Algeria,0,Age
11,11.5.1,Algeria,0.5,Age
11,11.7.1,Algeria,0,Age
11,11.7.2,Algeria,0,Age
10,10.2.1,Algeria,0,Age
10,10.3.1,Algeria,0,Age
10,10.4.2,Algeria,0,Age
10,10.7.1,Algeria,0,Age
10,10.7.4,Algeria,0,Age
12,12.1.1,Algeria,0,Age
12,12.2.1,Algeria,0.5,Age
12,12.3.1,Algeria,0,Age
14,14.5.1,Algeria,0.5,Age
16,16.1.1,Algeria,0.5,Age
16,16.1.2,Algeria,0.5,Age
16,16.1.3,Algeria,0,Age
16,16.1.4,Algeria,0,Age
16,16.2.1,Algeria,0,Age
16,16.2.2,Algeria,1,Age
16,16.2.3,Algeria,0,Age
16,16.3.2,Algeria,0.5,Age
16,16.5.1,Algeria,0,Age
16,16.6.2,Algeria,0,Age
16,16.7.1,Algeria,0,Age
16,16.7.2,Algeria,0,Age
16,16.9.1,Algeria,0.5,Age
16,16.10.1,Algeria,0,Age
1,1.1.1,Bahrain,0,Age
1,1.2.1,Bahrain,0,Age
1,1.2.2,Bahrain,0,Age
1,1.3.1,Bahrain,0.5,Age
1,1.4.1,Bahrain,0.5,Age
1,1.5.1,Bahrain,0,Age
2,2.1.2,Bahrain,0,Age
2,2.2.1,Bahrain,1,Age
2,2.2.2,Bahrain,1,Age
17,17.8.1,Bahrain,0.5,Age
17,17.19.2,Bahrain,0.5,Age
3,3.1.2,Bahrain,0.5,Age
3,3.2.1,Bahrain,0.5,Age
3,3.2.2,Bahrain,0.5,Age
3,3.3.1,Bahrain,0,Age
3,3.3.2,Bahrain,0.5,Age
3,3.3.5,Bahrain,0.5,Age
3,3.4.2,Bahrain,0.5,Age
3,3.5.1,Bahrain,0,Age
3,3.5.2,Bahrain,1,Age
3,3.6.1,Bahrain,0.5,Age
3,3.7.1,Bahrain,0,Age
3,3.7.2,Bahrain,1,Age
3,3.8.2,Bahrain,0,Age
3,3.9.1,Bahrain,0.5,Age
3,3.9.2,Bahrain,0.5,Age
3,3.9.3,Bahrain,0.5,Age
4,4.1.1,Bahrain,1,Age
4,4.1.2,Bahrain,0,Age
4,4.2.1,Bahrain,0,Age
4,4.2.2,Bahrain,0.5,Age
4,4.3.1,Bahrain,0.5,Age
4,4.4.1,Bahrain,1,Age
4,4.6.1,Bahrain,1,Age
5,5.2.1,Bahrain,0,Age
5,5.2.2,Bahrain,0,Age
5,5.3.1,Bahrain,0,Age
5,5.3.2,Bahrain,0,Age
5,5.4.1,Bahrain,0.5,Age
5,5.6.1,Bahrain,0,Age
5,5.a.1,Bahrain,0,Age
5,5.b.1,Bahrain,0.5,Age
8,8.5.1,Bahrain,0.5,Age
8,8.5.2,Bahrain,1,Age
8,8.6.1,Bahrain,0,Age
8,8.7.1,Bahrain,0,Age
8,8.10.2,Bahrain,1,Age
9,9.2.2,Bahrain,0.5,Age
9,9.5.2,Bahrain,0.5,Age
11,11.1.1,Bahrain,0.5,Age
11,11.2.1,Bahrain,0,Age
11,11.4.1,Bahrain,0,Age
11,11.5.1,Bahrain,0,Age
11,11.7.1,Bahrain,0,Age
11,11.7.2,Bahrain,0,Age
10,10.2.1,Bahrain,0,Age
10,10.3.1,Bahrain,0,Age
10,10.4.2,Bahrain,0,Age
10,10.7.1,Bahrain,0,Age
10,10.7.4,Bahrain,0,Age
12,12.1.1,Bahrain,0.5,Age
12,12.2.1,Bahrain,0.5,Age
12,12.3.1,Bahrain,0,Age
14,14.5.1,Bahrain,0.5,Age
16,16.1.1,Bahrain,0.5,Age
16,16.1.2,Bahrain,0,Age
16,16.1.3,Bahrain,0,Age
16,16.1.4,Bahrain,0,Age
16,16.2.1,Bahrain,0,Age
16,16.2.2,Bahrain,1,Age
16,16.2.3,Bahrain,0,Age
16,16.3.2,Bahrain,0,Age
16,16.5.1,Bahrain,0,Age
16,16.6.2,Bahrain,0,Age
16,16.7.1,Bahrain,0,Age
16,16.7.2,Bahrain,0,Age
16,16.9.1,Bahrain,0,Age
16,16.10.1,Bahrain,0,Age
1,1.1.1,Comoros,1,Age
1,1.2.1,Comoros,0.5,Age
1,1.2.2,Comoros,0,Age
1,1.3.1,Comoros,0.5,Age
1,1.4.1,Comoros,0.5,Age
1,1.5.1,Comoros,0.5,Age
2,2.1.2,Comoros,0,Age
2,2.2.1,Comoros,1,Age
2,2.2.2,Comoros,1,Age
17,17.8.1,Comoros,0.5,Age
17,17.19.2,Comoros,0,Age
3,3.1.2,Comoros,0.5,Age
3,3.2.1,Comoros,0.5,Age
3,3.2.2,Comoros,0.5,Age
3,3.3.1,Comoros,1,Age
3,3.3.2,Comoros,0.5,Age
3,3.3.5,Comoros,0.5,Age
3,3.4.2,Comoros,0.5,Age
3,3.5.1,Comoros,0,Age
3,3.5.2,Comoros,1,Age
3,3.6.1,Comoros,0.5,Age
3,3.7.1,Comoros,0.5,Age
3,3.7.2,Comoros,1,Age
3,3.8.2,Comoros,0,Age
3,3.9.1,Comoros,0.5,Age
3,3.9.2,Comoros,0.5,Age
3,3.9.3,Comoros,0.5,Age
4,4.1.1,Comoros,1,Age
4,4.1.2,Comoros,0,Age
4,4.2.1,Comoros,0,Age
4,4.2.2,Comoros,0.5,Age
4,4.3.1,Comoros,0.5,Age
4,4.4.1,Comoros,0,Age
4,4.6.1,Comoros,1,Age
5,5.2.1,Comoros,1,Age
5,5.2.2,Comoros,0,Age
5,5.3.1,Comoros,1,Age
5,5.3.2,Comoros,0,Age
5,5.4.1,Comoros,0.5,Age
5,5.6.1,Comoros,1,Age
5,5.a.1,Comoros,0,Age
5,5.b.1,Comoros,0,Age
8,8.5.1,Comoros,0.5,Age
8,8.5.2,Comoros,1,Age
8,8.6.1,Comoros,1,Age
8,8.7.1,Comoros,1,Age
8,8.10.2,Comoros,1,Age
9,9.2.2,Comoros,0.5,Age
9,9.5.2,Comoros,0,Age
11,11.1.1,Comoros,0.5,Age
11,11.2.1,Comoros,0,Age
11,11.4.1,Comoros,0,Age
11,11.5.1,Comoros,0.5,Age
11,11.7.1,Comoros,0,Age
11,11.7.2,Comoros,0,Age
10,10.2.1,Comoros,0,Age
10,10.3.1,Comoros,0,Age
10,10.4.2,Comoros,0,Age
10,10.7.1,Comoros,0,Age
10,10.7.4,Comoros,0,Age
12,12.1.1,Comoros,0.5,Age
12,12.2.1,Comoros,0.5,Age
12,12.3.1,Comoros,0,Age
14,14.5.1,Comoros,0.5,Age
16,16.1.1,Comoros,0,Age
16,16.1.2,Comoros,0.5,Age
16,16.1.3,Comoros,0,Age
16,16.1.4,Comoros,0,Age
16,16.2.1,Comoros,0,Age
16,16.2.2,Comoros,0,Age
16,16.2.3,Comoros,1,Age
16,16.3.2,Comoros,0,Age
16,16.5.1,Comoros,0,Age
16,16.6.2,Comoros,0,Age
16,16.7.1,Comoros,0,Age
16,16.7.2,Comoros,0,Age
16,16.9.1,Comoros,0.5,Age
16,16.10.1,Comoros,0,Age
1,1.1.1,Djibouti,0.5,Age
1,1.2.1,Djibouti,0.5,Age
1,1.2.2,Djibouti,0,Age
1,1.3.1,Djibouti,0.5,Age
1,1.4.1,Djibouti,0.5,Age
1,1.5.1,Djibouti,0.5,Age
2,2.1.2,Djibouti,0,Age
2,2.2.1,Djibouti,1,Age
2,2.2.2,Djibouti,1,Age
17,17.8.1,Djibouti,0.5,Age
17,17.19.2,Djibouti,0.5,Age
3,3.1.2,Djibouti,0.5,Age
3,3.2.1,Djibouti,0.5,Age
3,3.2.2,Djibouti,0.5,Age
3,3.3.1,Djibouti,1,Age
3,3.3.2,Djibouti,0.5,Age
3,3.3.5,Djibouti,0.5,Age
3,3.4.2,Djibouti,0.5,Age
3,3.5.1,Djibouti,0,Age
3,3.5.2,Djibouti,1,Age
3,3.6.1,Djibouti,0.5,Age
3,3.7.1,Djibouti,0,Age
3,3.7.2,Djibouti,1,Age
3,3.8.2,Djibouti,0.5,Age
3,3.9.1,Djibouti,0.5,Age
3,3.9.2,Djibouti,0.5,Age
3,3.9.3,Djibouti,0.5,Age
4,4.1.1,Djibouti,1,Age
4,4.1.2,Djibouti,0,Age
4,4.2.1,Djibouti,0,Age
4,4.2.2,Djibouti,0.5,Age
4,4.3.1,Djibouti,0.5,Age
4,4.4.1,Djibouti,0.5,Age
4,4.6.1,Djibouti,0,Age
5,5.2.1,Djibouti,0,Age
5,5.2.2,Djibouti,0,Age
5,5.3.1,Djibouti,1,Age
5,5.3.2,Djibouti,1,Age
5,5.4.1,Djibouti,0.5,Age
5,5.6.1,Djibouti,0,Age
5,5.a.1,Djibouti,0,Age
5,5.b.1,Djibouti,0.5,Age
8,8.5.1,Djibouti,0.5,Age
8,8.5.2,Djibouti,0,Age
8,8.6.1,Djibouti,0,Age
8,8.7.1,Djibouti,0,Age
8,8.10.2,Djibouti,1,Age
9,9.2.2,Djibouti,0,Age
9,9.5.2,Djibouti,0,Age
11,11.1.1,Djibouti,0.5,Age
11,11.2.1,Djibouti,0,Age
11,11.4.1,Djibouti,0,Age
11,11.5.1,Djibouti,0.5,Age
11,11.7.1,Djibouti,0,Age
11,11.7.2,Djibouti,0,Age
10,10.2.1,Djibouti,0,Age
10,10.3.1,Djibouti,0,Age
10,10.4.2,Djibouti,0,Age
10,10.7.1,Djibouti,0,Age
10,10.7.4,Djibouti,0,Age
12,12.1.1,Djibouti,0,Age
12,12.2.1,Djibouti,0.5,Age
12,12.3.1,Djibouti,0,Age
14,14.5.1,Djibouti,0.5,Age
16,16.1.1,Djibouti,0,Age
16,16.1.2,Djibouti,0.5,Age
16,16.1.3,Djibouti,0,Age
16,16.1.4,Djibouti,0,Age
16,16.2.1,Djibouti,0,Age
16,16.2.2,Djibouti,0.5,Age
16,16.2.3,Djibouti,0,Age
16,16.3.2,Djibouti,0,Age
16,16.5.1,Djibouti,0,Age
16,16.6.2,Djibouti,0,Age
16,16.7.1,Djibouti,0,Age
16,16.7.2,Djibouti,0,Age
16,16.9.1,Djibouti,0.5,Age
16,16.10.1,Djibouti,0,Age
1,1.1.1,Egypt,1,Age
1,1.2.1,Egypt,0.5,Age
1,1.2.2,Egypt,0,Age
1,1.3.1,Egypt,0.5,Age
1,1.4.1,Egypt,0.5,Age
1,1.5.1,Egypt,0.5,Age
2,2.1.2,Egypt,1,Age
2,2.2.1,Egypt,1,Age
2,2.2.2,Egypt,1,Age
17,17.8.1,Egypt,0.5,Age
17,17.19.2,Egypt,0.5,Age
3,3.1.2,Egypt,0.5,Age
3,3.2.1,Egypt,0.5,Age
3,3.2.2,Egypt,0.5,Age
3,3.3.1,Egypt,1,Age
3,3.3.2,Egypt,0.5,Age
3,3.3.5,Egypt,0.5,Age
3,3.4.2,Egypt,0.5,Age
3,3.5.1,Egypt,0,Age
3,3.5.2,Egypt,1,Age
3,3.6.1,Egypt,0.5,Age
3,3.7.1,Egypt,0.5,Age
3,3.7.2,Egypt,1,Age
3,3.8.2,Egypt,0.5,Age
3,3.9.1,Egypt,0.5,Age
3,3.9.2,Egypt,0.5,Age
3,3.9.3,Egypt,0.5,Age
4,4.1.1,Egypt,1,Age
4,4.1.2,Egypt,0,Age
4,4.2.1,Egypt,0,Age
4,4.2.2,Egypt,0.5,Age
4,4.3.1,Egypt,0.5,Age
4,4.4.1,Egypt,0.5,Age
4,4.6.1,Egypt,1,Age
5,5.2.1,Egypt,1,Age
5,5.2.2,Egypt,0,Age
5,5.3.1,Egypt,1,Age
5,5.3.2,Egypt,1,Age
5,5.4.1,Egypt,1,Age
5,5.6.1,Egypt,0,Age
5,5.a.1,Egypt,0,Age
5,5.b.1,Egypt,0.5,Age
8,8.5.1,Egypt,0.5,Age
8,8.5.2,Egypt,1,Age
8,8.6.1,Egypt,1,Age
8,8.7.1,Egypt,1,Age
8,8.10.2,Egypt,1,Age
9,9.2.2,Egypt,0.5,Age
9,9.5.2,Egypt,0.5,Age
11,11.1.1,Egypt,0.5,Age
11,11.2.1,Egypt,0,Age
11,11.4.1,Egypt,0,Age
11,11.5.1,Egypt,0.5,Age
11,11.7.1,Egypt,0,Age
11,11.7.2,Egypt,0,Age
10,10.2.1,Egypt,0,Age
10,10.3.1,Egypt,0,Age
10,10.4.2,Egypt,0,Age
10,10.7.1,Egypt,0,Age
10,10.7.4,Egypt,0,Age
12,12.1.1,Egypt,0,Age
12,12.2.1,Egypt,0.5,Age
12,12.3.1,Egypt,0,Age
14,14.5.1,Egypt,0.5,Age
16,16.1.1,Egypt,0.5,Age
16,16.1.2,Egypt,0.5,Age
16,16.1.3,Egypt,0.5,Age
16,16.1.4,Egypt,0,Age
16,16.2.1,Egypt,1,Age
16,16.2.2,Egypt,1,Age
16,16.2.3,Egypt,0,Age
16,16.3.2,Egypt,0.5,Age
16,16.5.1,Egypt,0,Age
16,16.6.2,Egypt,0,Age
16,16.7.1,Egypt,0,Age
16,16.7.2,Egypt,0,Age
16,16.9.1,Egypt,0.5,Age
16,16.10.1,Egypt,0,Age
1,1.1.1,Iraq,1,Age
1,1.2.1,Iraq,0.5,Age
1,1.2.2,Iraq,0,Age
1,1.3.1,Iraq,0.5,Age
1,1.4.1,Iraq,0.5,Age
1,1.5.1,Iraq,0.5,Age
2,2.1.2,Iraq,0,Age
2,2.2.1,Iraq,1,Age
2,2.2.2,Iraq,1,Age
17,17.8.1,Iraq,0.5,Age
17,17.19.2,Iraq,0.5,Age
3,3.1.2,Iraq,0.5,Age
3,3.2.1,Iraq,0.5,Age
3,3.2.2,Iraq,0.5,Age
3,3.3.1,Iraq,0,Age
3,3.3.2,Iraq,0.5,Age
3,3.3.5,Iraq,0.5,Age
3,3.4.2,Iraq,0.5,Age
3,3.5.1,Iraq,0,Age
3,3.5.2,Iraq,1,Age
3,3.6.1,Iraq,0.5,Age
3,3.7.1,Iraq,0.5,Age
3,3.7.2,Iraq,1,Age
3,3.8.2,Iraq,0,Age
3,3.9.1,Iraq,0.5,Age
3,3.9.2,Iraq,0.5,Age
3,3.9.3,Iraq,0.5,Age
4,4.1.1,Iraq,1,Age
4,4.1.2,Iraq,0,Age
4,4.2.1,Iraq,0.5,Age
4,4.2.2,Iraq,0.5,Age
4,4.3.1,Iraq,0.5,Age
4,4.4.1,Iraq,1,Age
4,4.6.1,Iraq,1,Age
5,5.2.1,Iraq,0,Age
5,5.2.2,Iraq,0,Age
5,5.3.1,Iraq,1,Age
5,5.3.2,Iraq,1,Age
5,5.4.1,Iraq,1,Age
5,5.6.1,Iraq,0,Age
5,5.a.1,Iraq,0,Age
5,5.b.1,Iraq,0.5,Age
8,8.5.1,Iraq,0.5,Age
8,8.5.2,Iraq,1,Age
8,8.6.1,Iraq,1,Age
8,8.7.1,Iraq,1,Age
8,8.10.2,Iraq,1,Age
9,9.2.2,Iraq,0,Age
9,9.5.2,Iraq,0.5,Age
11,11.1.1,Iraq,0.5,Age
11,11.2.1,Iraq,0,Age
11,11.4.1,Iraq,0,Age
11,11.5.1,Iraq,0.5,Age
11,11.7.1,Iraq,0,Age
11,11.7.2,Iraq,0,Age
10,10.2.1,Iraq,0,Age
10,10.3.1,Iraq,0,Age
10,10.4.2,Iraq,0,Age
10,10.7.1,Iraq,0,Age
10,10.7.4,Iraq,0,Age
12,12.1.1,Iraq,0,Age
12,12.2.1,Iraq,0.5,Age
12,12.3.1,Iraq,0,Age
14,14.5.1,Iraq,0.5,Age
16,16.1.1,Iraq,0.5,Age
16,16.1.2,Iraq,0.5,Age
16,16.1.3,Iraq,0,Age
16,16.1.4,Iraq,0,Age
16,16.2.1,Iraq,1,Age
16,16.2.2,Iraq,0,Age
16,16.2.3,Iraq,0,Age
16,16.3.2,Iraq,0,Age
16,16.5.1,Iraq,0.5,Age
16,16.6.2,Iraq,0,Age
16,16.7.1,Iraq,0,Age
16,16.7.2,Iraq,0,Age
16,16.9.1,Iraq,0.5,Age
16,16.10.1,Iraq,0,Age
1,1.1.1,Jordan,1,Age
1,1.2.1,Jordan,0.5,Age
1,1.2.2,Jordan,0,Age
1,1.3.1,Jordan,0.5,Age
1,1.4.1,Jordan,0.5,Age
1,1.5.1,Jordan,0.5,Age
2,2.1.2,Jordan,0,Age
2,2.2.1,Jordan,1,Age
2,2.2.2,Jordan,1,Age
17,17.8.1,Jordan,0.5,Age
17,17.19.2,Jordan,0.5,Age
3,3.1.2,Jordan,0.5,Age
3,3.2.1,Jordan,0.5,Age
3,3.2.2,Jordan,0.5,Age
3,3.3.1,Jordan,0,Age
3,3.3.2,Jordan,0.5,Age
3,3.3.5,Jordan,0.5,Age
3,3.4.2,Jordan,0.5,Age
3,3.5.1,Jordan,0,Age
3,3.5.2,Jordan,1,Age
3,3.6.1,Jordan,0.5,Age
3,3.7.1,Jordan,0.5,Age
3,3.7.2,Jordan,1,Age
3,3.8.2,Jordan,0.5,Age
3,3.9.1,Jordan,0.5,Age
3,3.9.2,Jordan,0.5,Age
3,3.9.3,Jordan,0.5,Age
4,4.1.1,Jordan,1,Age
4,4.1.2,Jordan,0,Age
4,4.2.1,Jordan,0.5,Age
4,4.2.2,Jordan,0.5,Age
4,4.3.1,Jordan,0.5,Age
4,4.4.1,Jordan,1,Age
4,4.6.1,Jordan,1,Age
5,5.2.1,Jordan,1,Age
5,5.2.2,Jordan,0,Age
5,5.3.1,Jordan,1,Age
5,5.3.2,Jordan,0,Age
5,5.4.1,Jordan,0.5,Age
5,5.6.1,Jordan,1,Age
5,5.a.1,Jordan,0,Age
5,5.b.1,Jordan,0,Age
8,8.5.1,Jordan,0.5,Age
8,8.5.2,Jordan,1,Age
8,8.6.1,Jordan,0,Age
8,8.7.1,Jordan,1,Age
8,8.10.2,Jordan,1,Age
9,9.2.2,Jordan,0.5,Age
9,9.5.2,Jordan,0.5,Age
11,11.1.1,Jordan,0.5,Age
11,11.2.1,Jordan,0,Age
11,11.4.1,Jordan,0,Age
